"National.Database.Number","Genus","Common.Name","Affiliation","City...from.strandings.table","County","State","Locality.Detail","Latitude","Latitude.Units","Longitude","Longitude.Units","Year.of.Observation","Observation.Date","Mammal.Type"
"NW-1993-1024987","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA","1 mile N of Oyehut Beach entrance; S Moclips","47.01",NA,"124.09",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1024989","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation beach; S of Wreck Creek","47.15",NA,"124.13",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1024991","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation S of Pt. Grenville at Window Rock","47.18",NA,"124.15",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1025015","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation beach; N of Squaw Rock","47.18",NA,"124.13",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1024980","Zalophus","Sea lion, California",NA,"Everett","Snohomish","WA","Harborview Park",NA,NA,NA,NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1024985","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","1 mile S of Roosevelt Rd beach access","47.13",NA,"124.12",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1024983","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA",".6 miles S of Roosevelt Rd beach","47.13",NA,"124.12",NA,1993,"1993-MAR-18","Pinniped"
"NW-1993-1025001","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation; S of Wreck Creek","47.17",NA,"124.13",NA,1993,"1993-MAR-19","Pinniped"
"NW-1993-1025002","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation; S of Wreck Creek","47.17",NA,"124.13",NA,1993,"1993-MAR-19","Pinniped"
"NW-1993-1025000","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation beach","47.17",NA,"124.13",NA,1993,"1993-MAR-19","Pinniped"
"NW-1993-1025009","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation","47.17",NA,"124.13",NA,1993,"1993-MAR-19","Pinniped"
"NW-1993-1025013","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","Quinalt Reservation; .5 mile S of Wreck Creek","47.17",NA,"124.13",NA,1993,"1993-MAR-20","Pinniped"
"NW-1993-1025016","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","~1 mile S of Roosevelt Gap Rd beach access","47.12",NA,"124.12",NA,1993,"1993-MAR-21","Pinniped"
"NW-1993-1025020","Zalophus","Sea lion, California",NA,"Seattle","King","WA","Coleman Docks",NA,NA,NA,NA,1993,"1993-MAR-24","Pinniped"
"NW-1993-1025056","Zalophus","Sea lion, California",NA,"Cathlomet","Wahkiakum","WA","Columbia River",NA,NA,NA,NA,1993,"1993-MAY-01","Pinniped"
"NW-1993-1025074","Zalophus","Sea lion, California",NA,"Birch Bay","Whatcom","WA",NA,NA,NA,NA,NA,1993,"1993-MAY-19","Pinniped"
"NW-1993-1025077","Zalophus","Sea lion, California",NA,"Puget Island","Thurston","WA",NA,NA,NA,NA,NA,1993,"1993-MAY-20","Pinniped"
"NW-1993-1025078","Zalophus","Sea lion, California",NA,"Pt. Roberts","Whatcom","WA",NA,NA,NA,NA,NA,1993,"1993-MAY-20","Pinniped"
"NW-1993-1025085","Zalophus","Sea lion, California",NA,"Bandon Beach","Coos","OR","100 yds. S of Devils Kitchen",NA,NA,NA,NA,1993,"1993-MAY-25","Pinniped"
"NW-1993-1025344","Zalophus","Sea lion, California",NA,"Tillamook","Tillamook","OR","100 yds. S footpath to Falcon Cove",NA,NA,NA,NA,1993,"1993-NOV-01","Pinniped"
"NW-1993-1025321","Zalophus","Sea lion, California",NA,"Longview","Cowlitz","WA",NA,NA,NA,NA,NA,1993,"1993-OCT-06","Pinniped"
"NW-1993-1025326","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA",NA,NA,NA,NA,NA,1993,"1993-OCT-09","Pinniped"
"NW-1993-1025327","Zalophus","Sea lion, California",NA,"Keyport","Kitsap","WA",NA,NA,NA,NA,NA,1993,"1993-OCT-09","Pinniped"
"NW-1993-1025273","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA","Pt. Brown Resort",NA,NA,NA,NA,1993,"1993-SEP-04","Pinniped"
"NW-1993-1025285","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA",NA,NA,NA,NA,NA,1993,"1993-SEP-10","Pinniped"
"NW-1993-1025295","Zalophus","Sea lion, California",NA,"Sequim","Clallam","WA","John Wayne Marina",NA,NA,NA,NA,1993,"1993-SEP-19","Pinniped"
"NW-1994-1024470","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Restoration Point",NA,NA,NA,NA,1994,"1994-APR-11","Pinniped"
"NW-1994-1024476","Zalophus","Sea lion, California",NA,"Longview","Wahkiakum","WA","Willow Grove Beach",NA,NA,NA,NA,1994,"1994-APR-15","Pinniped"
"NW-1994-1024484","Zalophus","Sea lion, California",NA,"Whidbey Island","Island","WA","Lagoon Point",NA,NA,NA,NA,1994,"1994-APR-18","Pinniped"
"NW-1994-1024490","Zalophus","Sea lion, California",NA,"Southworth","Kitsap","WA","just N of ferry terminal",NA,NA,NA,NA,1994,"1994-APR-20","Pinniped"
"NW-1994-1024497","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","10618 S. Beach Drive",NA,NA,NA,NA,1994,"1994-APR-24","Pinniped"
"NW-1994-1024503","Zalophus","Sea lion, California",NA,"Puget Island","Unknown","WA",NA,NA,NA,NA,NA,1994,"1994-APR-29","Pinniped"
"NW-1994-1024506","Zalophus","Sea lion, California",NA,"Birch Bay","Whatcom","WA","Birch Bay State Park",NA,NA,NA,NA,1994,"1994-APR-30","Pinniped"
"NW-1994-1027719","Zalophus","Sea lion, California",NA,"Seal Rock","Lincoln","OR","1/2 mi N of Seal Rock State Park.",NA,NA,NA,NA,1994,"1994-AUG-08","Pinniped"
"NW-1994-1024779","Zalophus","Sea lion, California",NA,"Colby","Kitsap","WA",NA,NA,NA,NA,NA,1994,"1994-AUG-11","Pinniped"
"NW-1994-1024818","Zalophus","Sea lion, California",NA,"Westport","Grays Harbor","WA","Washaway Beach",NA,NA,NA,NA,1994,"1994-AUG-28","Pinniped"
"NW-1994-1024928","Zalophus","Sea lion, California",NA,"Southworth","Kitsap","WA",NA,NA,NA,NA,NA,1994,"1994-DEC-31","Pinniped"
"NW-1994-1024402","Zalophus","Sea lion, California",NA,"Whidbey Island","Island","WA","Holmes Harbor",NA,NA,NA,NA,1994,"1994-FEB-01","Pinniped"
"NW-1994-1024401","Zalophus","Sea lion, California",NA,"Port Townsend","Jefferson","WA","North beach",NA,NA,NA,NA,1994,"1994-FEB-01","Pinniped"
"NW-1994-1024414","Zalophus","Sea lion, California",NA,"Port Townsend","Jefferson","WA","Fort Warden State Park",NA,NA,NA,NA,1994,"1994-FEB-16","Pinniped"
"NW-1994-1024370","Zalophus","Sea lion, California",NA,"Kalaloch","Jefferson","WA","near lodge",NA,NA,NA,NA,1994,"1994-JAN-04","Pinniped"
"NW-1994-1024376","Zalophus","Sea lion, California",NA,"Gearhart","Clatsop","OR","Sunset Beach approach",NA,NA,NA,NA,1994,"1994-JAN-09","Pinniped"
"NW-1994-1024378","Zalophus","Sea lion, California",NA,"Long Beach","Pacific","WA",NA,NA,NA,NA,NA,1994,"1994-JAN-10","Pinniped"
"NW-1994-1024379","Zalophus","Sea lion, California",NA,"Long Beach","Pacific","WA","6 miles N of town on 188th St. beach access road",NA,NA,NA,NA,1994,"1994-JAN-11","Pinniped"
"NW-1994-1024399","Zalophus","Sea lion, California",NA,"Whidbey Island","Island","WA","576 Dolphin Drive; Freeland",NA,NA,NA,NA,1994,"1994-JAN-20","Pinniped"
"NW-1994-1024398","Zalophus","Sea lion, California",NA,"Port Townsend","Jefferson","WA","North Beach",NA,NA,NA,NA,1994,"1994-JAN-30","Pinniped"
"NW-1994-1024600","Zalophus","Sea lion, California",NA,"Clallam","Clallam","WA","Falls Bay Marina",NA,NA,NA,NA,1994,"1994-JUN-09","Pinniped"
"NW-1994-1024608","Zalophus","Sea lion, California",NA,"Mukilteo","Snohomish","WA",NA,NA,NA,NA,NA,1994,"1994-JUN-13","Pinniped"
"NW-1994-1024611","Zalophus","Sea lion, California",NA,"Grayland","Grays Harbor","WA","on beach",NA,NA,NA,NA,1994,"1994-JUN-15","Pinniped"
"NW-1994-1024614","Zalophus","Sea lion, California",NA,"Seattle","King","WA","6023 Beach Drive SW",NA,NA,NA,NA,1994,"1994-JUN-17","Pinniped"
"NW-1994-1024615","Zalophus","Sea lion, California",NA,"Moclips","Grays Harbor","WA","S of Sandpiper Inn",NA,NA,NA,NA,1994,"1994-JUN-17","Pinniped"
"NW-1994-1024619","Zalophus","Sea lion, California",NA,"Edmonds","King","WA","Point Wells",NA,NA,NA,NA,1994,"1994-JUN-18","Pinniped"
"NW-1994-1024622","Zalophus","Sea lion, California",NA,"Seattle","King","WA","9645 50th Ave. SW; S of Brace Point",NA,NA,NA,NA,1994,"1994-JUN-21","Pinniped"
"NW-1994-1024445","Zalophus","Sea lion, California",NA,"Seattle","King","WA","4875 Beach Drive SW",NA,NA,NA,NA,1994,"1994-MAR-14","Pinniped"
"NW-1994-1024446","Zalophus","Sea lion, California",NA,"Whidbey Island","Island","WA","Penn Cove",NA,NA,NA,NA,1994,"1994-MAR-14","Pinniped"
"NW-1994-1024457","Zalophus","Sea lion, California",NA,"Manchester","Kitsap","WA","Fuel Depot",NA,NA,NA,NA,1994,"1994-MAR-26","Pinniped"
"NW-1994-1024525","Zalophus","Sea lion, California",NA,"Long Beach","Pacific","WA",".7 miles S of Seaview beach entrance",NA,NA,NA,NA,1994,"1994-MAY-05","Pinniped"
"NW-1994-1024526","Zalophus","Sea lion, California",NA,"Long Beach","Pacific","WA","5.5 miles N of Seaview Beach approach",NA,NA,NA,NA,1994,"1994-MAY-05","Pinniped"
"NW-1994-1024528","Zalophus","Sea lion, California",NA,"Long Beach","Pacific","WA","9.6 miles N of Seaview approach",NA,NA,NA,NA,1994,"1994-MAY-05","Pinniped"
"NW-1994-1024548","Zalophus","Sea lion, California",NA,"Manchester","Kitsap","WA","off of Colechester Drive",NA,NA,NA,NA,1994,"1994-MAY-10","Pinniped"
"NW-1994-1024546","Zalophus","Sea lion, California",NA,"Ferndale","Whatcom","WA","Neptune Beach",NA,NA,NA,NA,1994,"1994-MAY-10","Pinniped"
"NW-1994-1024561","Zalophus","Sea lion, California",NA,"Manchester","Kitsap","WA","7899 Beach Dr.",NA,NA,NA,NA,1994,"1994-MAY-18","Pinniped"
"NW-1994-1024563","Zalophus","Sea lion, California",NA,"Ferndale","Whatcom","WA","Sandy Point",NA,NA,NA,NA,1994,"1994-MAY-19","Pinniped"
"NW-1994-1024564","Zalophus","Sea lion, California",NA,"Birch Bay","Whatcom","WA",NA,NA,NA,NA,NA,1994,"1994-MAY-19","Pinniped"
"NW-1994-1027840","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Bay Blvd. and John Moore Dr. in water, off rocks near crab docks.",NA,NA,NA,NA,1994,"1994-NOV-08","Pinniped"
"NW-1994-1024909","Zalophus","Sea lion, California",NA,"Everett","Snohomish","WA","Howorth Park",NA,NA,NA,NA,1994,"1994-NOV-28","Pinniped"
"NW-1994-1024830","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA",".5 mile N of Oyhut B.A.",NA,NA,NA,NA,1994,"1994-SEP-05","Pinniped"
"NW-1994-1024852","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA",NA,NA,NA,NA,NA,1994,"1994-SEP-16","Pinniped"
"NW-1995-1024357","Zalophus","Sea lion, California",NA,"Hammond","Clatsop","OR","1 mile N Sunset Beach access",NA,NA,NA,NA,1995,"1995-DEC-05","Pinniped"
"NW-1995-1024367","Zalophus","Sea lion, California",NA,"Hammond","Clatsop","OR","1 mile N Sunset Beach access",NA,NA,NA,NA,1995,"1995-DEC-26","Pinniped"
"NW-1995-1024204","Zalophus","Sea lion, California",NA,"Harper Cove","Kitsap","WA","near Southworth Ferry Terminal",NA,NA,NA,NA,1995,"1995-JAN-25","Pinniped"
"NW-1995-1024122","Zalophus","Sea lion, California",NA,"Lincoln City","Lincoln","OR","Lincoln Beach",NA,NA,NA,NA,1995,"1995-JUL-19","Pinniped"
"NW-1995-1024247","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","South Jetty",NA,NA,NA,NA,1995,"1995-JUN-01","Pinniped"
"NW-1995-1024259","Zalophus","Sea lion, California",NA,"Sunset Beach","Clatsop","OR",".4 mile S of Sunset Beach approach",NA,NA,NA,NA,1995,"1995-JUN-23","Pinniped"
"NW-1995-1024210","Zalophus","Sea lion, California",NA,"Camano Island","Island","WA","Driftwood Shore Beach; east side of island",NA,NA,NA,NA,1995,"1995-MAR-05","Pinniped"
"NW-1995-1024212","Zalophus","Sea lion, California",NA,"Hansville","Kitsap","WA","Skunk Bay",NA,NA,NA,NA,1995,"1995-MAR-06","Pinniped"
"NW-1995-1024214","Zalophus","Sea lion, California",NA,NA,"Clallam","WA","Sand Point; Lake Ozette Trail Head; Olympic National Park",NA,NA,NA,NA,1995,"1995-MAR-18","Pinniped"
"NW-1995-1027351","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","South Beach - south of construction trailer @ Southshores development.",NA,NA,NA,NA,1995,"1995-MAR-27","Pinniped"
"NW-1995-1024079","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","South Beach",NA,NA,NA,NA,1995,"1995-MAR-27","Pinniped"
"NW-1995-1024236","Zalophus","Sea lion, California",NA,"Lopez Island","San Juan","WA","Richardson Cove",NA,NA,NA,NA,1995,"1995-MAY-08","Pinniped"
"NW-1995-1024240","Zalophus","Sea lion, California",NA,"Sinclair Island","Skagit","WA","W side of northern tip of island",NA,NA,NA,NA,1995,"1995-MAY-21","Pinniped"
"NW-1995-1024241","Zalophus","Sea lion, California",NA,"San Juan Island","San Juan","WA","South Beach, American Camp",NA,NA,NA,NA,1995,"1995-MAY-24","Pinniped"
"NW-1995-1024243","Zalophus","Sea lion, California",NA,"San Juan Island","San Juan","WA","W side of island; N of Hannah Heights",NA,NA,NA,NA,1995,"1995-MAY-26","Pinniped"
"NW-1995-1024098","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","btwn C & D docks at the Embarcadero",NA,NA,NA,NA,1995,"1995-MAY-30","Pinniped"
"NW-1995-1027371","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Between C and D docks at the Embarcadero.",NA,NA,NA,NA,1995,"1995-MAY-30","Pinniped"
"NW-1995-1024353","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","on beach across street from 4411 Pt. White Drive",NA,NA,NA,NA,1995,"1995-NOV-24","Pinniped"
"NW-1995-1024140","Zalophus","Sea lion, California",NA,"Yachats","Lincoln","OR","2 miles N of Yachats on beach",NA,NA,NA,NA,1995,"1995-OCT-25","Pinniped"
"NW-1995-1024131","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Coast Guard Station",NA,NA,NA,NA,1995,"1995-SEP-11","Pinniped"
"NW-1996-1023325","Zalophus","Sea lion, California",NA,"Warrenton","Clatsop","OR",NA,NA,NA,NA,NA,1996,"1996-APR-08","Pinniped"
"NW-1996-1023334","Zalophus","Sea lion, California",NA,"Whidby Island","Island","WA","Deer Lagoon; Useless Bay",NA,NA,NA,NA,1996,"1996-APR-21","Pinniped"
"NW-1996-1024056","Zalophus","Sea lion, California",NA,"Astoria","Tillamook","OR",NA,NA,NA,NA,NA,1996,"1996-AUG-19","Pinniped"
"NW-1996-1024057","Zalophus","Sea lion, California",NA,"Lincoln City","Lincoln","OR","N of Fishing Rock State Park",NA,NA,NA,NA,1996,"1996-AUG-28","Pinniped"
"NW-1996-1023543","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Rich Passage",NA,NA,NA,NA,1996,"1996-DEC-03","Pinniped"
"NW-1996-1023307","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA",NA,NA,NA,NA,NA,1996,"1996-FEB-11","Pinniped"
"NW-1996-1023304","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Eagle Harbor; 6551 Wingpoint Rd.",NA,NA,NA,NA,1996,"1996-FEB-11","Pinniped"
"NW-1996-1023313","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Crystal Springs Dr.",NA,NA,NA,NA,1996,"1996-FEB-25","Pinniped"
"NW-1996-1023287","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","near 4032 Rockaway Beach",NA,NA,NA,NA,1996,"1996-JAN-10","Pinniped"
"NW-1996-1023291","Zalophus","Sea lion, California",NA,"Manzanita Beach","Tillamook","OR","1/8 mi. north of Beach St./Beach Lane",NA,NA,NA,NA,1996,"1996-JAN-11","Pinniped"
"NW-1996-1023294","Zalophus","Sea lion, California",NA,"Gold Beach","Curry","OR","1/4 mile south of Hunter Creek",NA,NA,NA,NA,1996,"1996-JAN-22","Pinniped"
"NW-1996-1023424","Zalophus","Sea lion, California",NA,"Everett","Snohomish","WA","near harbor view park; across tracks from beach access road @ park",NA,NA,NA,NA,1996,"1996-JUL-14","Pinniped"
"NW-1996-1023425","Zalophus","Sea lion, California",NA,"Port Orchard","Kitsap","WA","south end Manchester State Park",NA,NA,NA,NA,1996,"1996-JUL-15","Pinniped"
"NW-1996-1027635","Zalophus","Sea lion, California",NA,"Neah Bay area","Clallam","WA","Pt. Of Arches; Shi Shi Beach",NA,NA,NA,NA,1996,"1996-JUL-15","Pinniped"
"NW-1996-1023453","Zalophus","Sea lion, California",NA,"Burton","King","WA","south side Burton Peninsula, Quartermaster Harbor; Vashon Island",NA,NA,NA,NA,1996,"1996-JUL-27","Pinniped"
"NW-1996-1023389","Zalophus","Sea lion, California",NA,NA,"King","WA","Blakely Park floating",NA,NA,NA,NA,1996,"1996-JUN-10","Pinniped"
"NW-1996-1024039","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","200 m N of Theil Creek on South Beach",NA,NA,NA,NA,1996,"1996-JUN-27","Pinniped"
"NW-1996-1023322","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Ward Cove",NA,NA,NA,NA,1996,"1996-MAR-19","Pinniped"
"NW-1996-1023337","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Bean's Bight",NA,NA,NA,NA,1996,"1996-MAY-01","Pinniped"
"NW-1996-1023351","Zalophus","Sea lion, California",NA,"Ocean Shores","Grays Harbor","WA","1/2 mile south of main approach",NA,NA,NA,NA,1996,"1996-MAY-08","Pinniped"
"NW-1996-1023353","Zalophus","Sea lion, California",NA,"Sucia Island","San Juan","WA","Sucia Island State park",NA,NA,NA,NA,1996,"1996-MAY-09","Pinniped"
"NW-1996-1023359","Zalophus","Sea lion, California",NA,"Manchester","Kitsap","WA","near Manchester Park",NA,NA,NA,NA,1996,"1996-MAY-16","Pinniped"
"NW-1996-1023358","Zalophus","Sea lion, California",NA,"Edmonds","Snohomish","WA","marina park",NA,NA,NA,NA,1996,"1996-MAY-16","Pinniped"
"NW-1996-1023362","Zalophus","Sea lion, California",NA,"Lopez Island","San Juan","WA","south of Odlin Park",NA,NA,NA,NA,1996,"1996-MAY-17","Pinniped"
"NW-1996-1023360","Zalophus","Sea lion, California",NA,"Seattle","King","WA","Shilshole Bay",NA,NA,NA,NA,1996,"1996-MAY-17","Pinniped"
"NW-1996-1023361","Zalophus","Sea lion, California",NA,"Orcas Island","San Juan","WA","Deer Harbor",NA,NA,NA,NA,1996,"1996-MAY-17","Pinniped"
"NW-1996-1023364","Zalophus","Sea lion, California",NA,"Orcas Island","San Juan","WA","Deer Harbor",NA,NA,NA,NA,1996,"1996-MAY-18","Pinniped"
"NW-1996-1023368","Zalophus","Sea lion, California",NA,"Vashon Island","King","WA","Pt. Heyer",NA,NA,NA,NA,1996,"1996-MAY-21","Pinniped"
"NW-1996-1023369","Zalophus","Sea lion, California",NA,"Camano Island","Island","WA","Elger Bay near Lowell Pt.",NA,NA,NA,NA,1996,"1996-MAY-23","Pinniped"
"NW-1996-1023371","Zalophus","Sea lion, California",NA,"San Juan Island","San Juan","WA","""Granny's Cove""; San Juan Island National Historical Park; American Camp",NA,NA,NA,NA,1996,"1996-MAY-26","Pinniped"
"NW-1996-1024073","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","South Beach; N side of Thiel Creek",NA,NA,NA,NA,1996,"1996-NOV-06","Pinniped"
"NW-1996-1023529","Zalophus","Sea lion, California",NA,"Tulalip Reservation","Snohomish","WA","across the street from the tribal utilities building at beach access",NA,NA,NA,NA,1996,"1996-NOV-06","Pinniped"
"NW-1996-1024074","Zalophus","Sea lion, California",NA,"Waldport","Lincoln","OR","Sandpiper Village",NA,NA,NA,NA,1996,"1996-NOV-07","Pinniped"
"NW-1996-1027639","Zalophus","Sea lion, California",NA,"Coopeville","Island","WA","due west of mile post 28 along Interstate 525 on Whidbey Island",NA,NA,NA,NA,1996,"1996-NOV-16","Pinniped"
"NW-1996-1024062","Zalophus","Sea lion, California",NA,"Waldport","Lincoln","OR","Bayshore Wonders",NA,NA,NA,NA,1996,"1996-SEP-16","Pinniped"
"NW-1996-1023510","Zalophus","Sea lion, California",NA,"Bandon","Coos","OR","near Face Rock",NA,NA,NA,NA,1996,"1996-SEP-24","Pinniped"
"NW-1997-1027448","Zalophus","Sea lion, California",NA,"Del Rey","Clatsop","OR","2.7 miles north of Del Rey access",NA,NA,NA,NA,1997,"1997-APR-11","Pinniped"
"NW-1997-1023926","Zalophus","Sea lion, California",NA,"Tillamook","Tillamook","OR","1 mile S Cape Lookout",NA,NA,NA,NA,1997,"1997-APR-17","Pinniped"
"NW-1997-1023930","Zalophus","Sea lion, California",NA,"Depoe Bay","Lincoln","OR","just N off Division Street",NA,NA,NA,NA,1997,"1997-APR-29","Pinniped"
"NW-1997-1023980","Zalophus","Sea lion, California",NA,"Yachats","Lincoln","OR","Cape Perpetua",NA,NA,NA,NA,1997,"1997-AUG-26","Pinniped"
"NW-1997-1023999","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Port Dock 1",NA,NA,NA,NA,1997,"1997-DEC-03","Pinniped"
"NW-1997-1023241","Zalophus","Sea lion, California",NA,"Bainbridge Island","Kitsap","WA","Lynnwood Center south Bainbridge (Rich Passage); near 4449 Pt. White Drive",NA,NA,NA,NA,1997,"1997-DEC-12","Pinniped"
"NW-1997-1025590","Zalophus","Sea lion, California",NA,"Lemolo","Kitsap","WA","north of Keyport (across inlet) about 1 mile south of Poulsbo",NA,NA,NA,NA,1997,"1997-DEC-25","Pinniped"
"NW-1997-1023914","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Port Dock",NA,NA,NA,NA,1997,"1997-FEB-16","Pinniped"
"NW-1997-1027413","Zalophus","Sea lion, California",NA,"Purdy","Kitsap","WA","mouth of Burley Lagoon, Henderson Bay",NA,NA,NA,NA,1997,"1997-JAN-06","Pinniped"
"NW-1997-1027416","Zalophus","Sea lion, California",NA,"Manchester","Kitsap","WA","30 yds south of main dock",NA,NA,NA,NA,1997,"1997-JAN-11","Pinniped"
"NW-1997-1023902","Zalophus","Sea lion, California",NA,"Newport","Lincoln","OR","Port dock 1",NA,NA,NA,NA,1997,"1997-JAN-13","Pinniped"
"NW-1997-1027418","Zalophus","Sea lion, California",NA,"Tolovana","Clatsop","OR","Arcadia Beach north of Jockey Cap Rock",NA,NA,NA,NA,1997,"1997-JAN-22","Pinniped"
"NW-1997-1027421","Zalophus","Sea lion, California",NA,"Seattle","King","WA","Duwamish Waterway under the west seattle Bridge",NA,NA,NA,NA,1997,"1997-JAN-28","Pinniped"
"NW-1997-1023905","Zalophus","Sea lion, California",NA,"Neskowin","Tillamook","OR","S side of Neskowin Creek; ~150 yds. S of Proposal Rock",NA,NA,NA,NA,1997,"1997-JAN-28","Pinniped"
