"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"SWC-ZC-15-272B","SW-2015-1172480","SeaWorld of California","Sea lion, California","2015-FEB-21","CA","San Diego","ENCINITAS","IN CUSTODY OF MOONLIGHT BEACH LIFEGUARDS, ENCINITAS",32.252,32.8061558059814,0.554155805981381,-117.1752,-117.233907868453,-0.0587078684533253
"SWC-PVR-15-22B","SW-2015-1173797","SeaWorld of California","Seal, harbor","2015-JUN-02","CA","San Diego","ENCINITAS","401 C STREET BY MOONLIGHT BEACH",32.253,32.8061558059814,0.553155805981383,-117.1527,-117.233907868453,-0.0812078684533333
"SWC-MA-14-06B","SW-2014-1157712","SeaWorld of California","Seal, northern elephant","2014-APR-07","CA","San Diego","ENCINITAS","IN CUSTODY AT MOONLIGHT BEACH LIFEGUARD STATION ON B STREET",32.253,32.8061558059814,0.553155805981383,-117.175,-117.233907868453,-0.058907868453332
"SWC-ZC-08-68B","SW-2008-1077275","SeaWorld of California","Sea lion, California","2008-MAY-08","CA","San Diego","DEL MAR","2016 OCEANFRONT, BACK OF HOUSE ON PORCH STEPS DOWN TO BEACH NEAR 18TH STREET",32.27088,32.8061558059814,0.535275805981385,-118.08514,-117.233907868453,0.851232131546666
"SWC-MA-08-66B","SW-2008-1077283","SeaWorld of California","Seal, northern elephant","2008-MAY-03","CA","San Diego","DEL MAR","NEAR COAST BOULEVARD AND 15TH STREET",32.27088,32.8061558059814,0.535275805981385,-118.08514,-117.233907868453,0.851232131546666
"SWC-ZC-07-148B","SW-2007-1067783","SeaWorld of California","Sea lion, California","2007-JUN-17","CA","Orange","DANA POINT","DANA POINT HARBOR, IN BOAT RAMP PARKING LOT",32.2768,33.4288729554098,1.15207295540984,-117.4168,-117.695306882181,-0.278506882181048
"SWC-ZC-11-42B","SW-2011-1131531","SeaWorld of California","Sea lion, California","2011-MAY-14","CA","San Diego","OCEANSIDE","RED BEACH AT CAMP PENDLETON.",32.2902145,32.8061558059814,0.515941305981386,-117.165305,-117.233907868453,-0.0686028684533255
"SWC-ZC-15-215B","SW-2015-1172060","SeaWorld of California","Sea lion, California","2015-FEB-16","CA","San Benito","SAN DIEGO","BLACKS BEACH. LA JOLLA FARMS ROAD",32.3023,32.6753535,0.373053499999997,-177.2234,-117.221899,60.001501
"SWFSC-KXD-0132","SW-2007-1068413","Southwest Fisheries Science Center","Dolphin, common, long-beaked","2007-JUL-05","CA","San Diego","SAN DIEGO","SOUTH SAN DIEGO BAY, JUST SOUTH OF POWER PLANT AND WEST OF SALT WORKS",32.367,32.8061558059814,0.439155805981386,-32.367,-117.233907868453,-84.8669078684533
"NONE-ASSIGNED","SW-2009-1098925","U.S. NAVY","Whale, fin","2009-MAY-06","CA","San Diego",NA,"9.5 MILES SOUTH OF SAN CLEMENTE ISLAND",32.39,32.8061558059814,0.416155805981383,-118.24,-117.233907868453,1.00609213154667
"PMMC-08-05-04-034","SW-2008-1076255","Pacific Marine Mammal Center","Sea lion, California","2008-MAY-04","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH, SOUTHERN END BY JETTY",32.4203,33.4288729554098,1.00857295540984,-118.0314,-117.695306882181,0.336093117818962
"NONE-ASSIGNED","SW-2008-1094981","Private Citizen (SW)","Whale, blue","2008-NOV-17","CA","Los Angeles",NA,"23 MILES SOUTH OF SAN CLEMENTE ISLAND",32.448056,33.9463884433333,1.49833244333333,-118.465278,-118.555894658204,-0.0906166582039134
"SWC-MA-07-50B","SW-2007-1066147","SeaWorld of California","Seal, northern elephant","2007-APR-06","CA","San Diego","LA JOLLA","END OF PALOMAR STREET",32.49572,32.8061558059814,0.310435805981385,-112.16776,-117.233907868453,-5.06614786845333
"SWC-PVR-15-10B","SW-2015-1173945","SeaWorld of California","Seal, harbor","2015-FEB-25","CA","San Diego","SAN DIEGO (LA JOLLA)","SOUTH CASA BEACH. 850 COAST BOULEVARD.",32.505,32.8061558059814,0.301155805981381,-177.1644,-117.233907868453,59.9304921315467
"SWC-ZC-11-62B","SW-2011-1138000","SeaWorld of California","Sea lion, California","2011-DEC-04","CA","San Diego","LA JOLLA","LA JOLLA SHORES BEACH 50 YARDS SOUTH OF LIFEGUARD TOWER",32.51238,32.8061558059814,0.293775805981383,-17.152885,-117.233907868453,-100.081022868453
"SWC-ZC-15-371B","SW-2015-1172963","SeaWorld of California","Sea lion, California","2015-MAR-02","CA","San Diego","IMPERIAL BEACH","IN CUSTODY OF IMPERIAL BEACH LIFEGUARDS",32.56695,32.8061558059814,0.239205805981385,-177.13297,-117.233907868453,59.8990621315467
"SWC-ZC-15-159B","SW-2015-1171726","SeaWorld of California","Sea lion, California","2015-FEB-11","CA","San Diego","DEL MAR","COAST HIGHWAY AND 27TH STREET",32.5814,32.8061558059814,0.224755805981381,-11.161,-117.233907868453,-106.072907868453
"TMMC-ES-2912","SW-2009-1101607","The Marine Mammal Center","Seal, northern elephant","2009-APR-12","CA","Monterey","MOSS LANDING","MONTEREY BAY NATIONAL MARINE SANCTUARY, MOSS LANDING BEACH, SOUTH END OF MONTEREY BAY AQUARIUM AND RESEARCH INSTITUTE",32.802,36.6521344782035,3.8501344782035,-121.787,-121.836668470617,-0.0496684706165951
"SWC-ZC-13-99B-R1","SW-2013-1152029","SeaWorld of California","Sea lion, California","2013-APR-30","CA","San Diego","LA JOLLA","ON STEPS IN FRONT OF GATE ENTRANCE TO RESIDENCE OF 7933 ROSELAND DRIVE AT THE END OF AVENIDA ALAMAR",32.8503278,32.8061558059814,-0.0441719940186189,-32.8503278,-117.233907868453,-84.3835800684533
"SWFSC-XXX0093","SW-2011-1127739","Southwest Fisheries Science Center","Dolphin, bottlenose","2011-JAN-27","CA","Los Angeles",NA,"SAN CLEMENTE ISLAND, MAIL POINT",32.887318,33.9463884433333,1.05907044333333,-118.518297,-118.555894658204,-0.0375976582039073
"SWC-ZC-15-323B","SW-2015-1172583","SeaWorld of California","Sea lion, California","2015-FEB-26","CA","San Diego","SAN DIEGO","TORREY PINES STATE BEACH, ON FLATROCK, CROSS ROAD TORREY PINES PARK ROAD",32.91388,32.8061558059814,-0.107724194018616,-177.25868,-117.233907868453,60.0247721315467
"SWC-ZC-15-225B","SW-2015-1172087","SeaWorld of California","Sea lion, California","2015-FEB-17","CA","San Diego","DEL MAR","DEL MAR LIFEGUARDS,1700 COAST BOULEVARD, DEL MAR, CALIFORNIA 92014",32.96236,32.8061558059814,-0.156204194018613,-177.26809,-117.233907868453,60.0341821315467
"SWFSC-KXD0181","SW-2010-1109517","Southwest Fisheries Science Center","Whale, unidentified baleen","2010-APR-10","CA","Los Angeles",NA,"6 MILES OFFSHORE SAN CLEMENTE ISLAND",32.963024,33.9463884433333,0.983364443333336,-118.366537,-118.555894658204,-0.189357658203917
"SWFSC-KXD0252","SW-2014-1158034","Southwest Fisheries Science Center","Whale, humpback","2014-MAY-22","CA","Los Angeles","San Clemente Island","appox. 1 mile off west side of island, just south of Flasher Rd. terminus",32.9840487,33.9463884433333,0.962339743333331,-118.59665,-118.555894658204,0.0407553417960855
"SWFSC-NEB0023","SW-2010-1128638","Southwest Fisheries Science Center","Dolphin, common, short-beaked","2011-FEB-25","CA","Los Angeles","SAN CLEMENTE ISLAND",NA,33,33.9463884433333,0.946388443333333,-118.55,-118.555894658204,-0.0058946582039141
"NONE-ASSIGNED","SW-2009-1101965","Private Citizen (SW)","Cetacean, unidentified","2009-AUG-08","CA","Los Angeles","SAN PEDRO","25 MILES OFFSHORE POINT FERMIN",33,33.9463884433333,0.946388443333333,-118.03,-118.555894658204,-0.52589465820391
"SWC-ZC-08-129B","SW-2008-1083915","SeaWorld of California","Sea lion, California","2008-NOV-12","CA","San Diego","SAN CLEMENTE ISLAND","SAN CLEMENTE ISLAND WILSON COVE",33.005,32.8061558059814,-0.198844194018619,-118.5566,-117.233907868453,1.32269213154667
"PMMC-Z-13-01-09-010","SW-2013-1146307","Pacific Marine Mammal Center","Sea lion, California","2013-JAN-09","CA","Los Angeles","MALIBU","LITTLE DUNE",33.0122,33.9463884433333,0.934188443333333,-118.4634,-118.555894658204,-0.0924946582039183
"FMMMCC-10-215","SW-2010-1122012","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2010-APR-15","CA","Los Angeles","MALIBU","ZUMA BEACH",33.0134,33.9463884433333,0.932988443333336,-118.5014,-118.555894658204,-0.0544946582039074
"NONE-ASSIGNED","SW-2007-1077201","CALIFORNIA DEPARTMENT OF PARKS & RECREATION, SAN DIEGO","Sea lion, California","2007-MAY-08","CA","San Diego","ENCINITAS","SAN ELIJO STATE BEACH, NORTH OF CAMPGROUNDS",33.0141,32.8061558059814,-0.207944194018616,-1171718,-117.233907868453,1171600.76609213
"SWC-ZC-07-60B-R1","SW-2007-1068491","SeaWorld of California","Sea lion, California","2007-MAY-15","CA","San Diego","ENCINITAS",NA,33.02836,32.8061558059814,-0.222204194018616,-33.02836,-117.233907868453,-84.2055478684533
"FMMMCC-12-028","SW-2012-1139769","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2012-FEB-29","CA","Los Angeles","PACIFIC PALISADES","WILL ROGERS BEACH",33.038753,33.9463884433333,0.907635443333334,-118.536194,-118.555894658204,-0.0197006582039165
"FMMMCC-06-121","SW-2006-1057961","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2006-APR-13","CA","Los Angeles","PACIFIC PALISADES","TOWER 4",33.039167,33.9463884433333,0.907221443333334,-118.54861,-118.555894658204,-0.00728465820391477
"FMMMCC-09-054","SW-2009-1087987","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2009-MAR-06","CA","Los Angeles","PACIFIC PALISADES","WILL ROGERS STATE BEACH",33.04064,33.9463884433333,0.90574844333333,-118.56291,-118.555894658204,0.00701534179609098
"FMMMCC-08-244","SW-2008-1086295","Fort MacArthur Marine Mammal Care Center","Seal, harbor","2008-JUN-04","CA","Los Angeles","REDONDO BEACH","SHORELINE",33.05505,33.9463884433333,0.891338443333332,-118.40039,-118.555894658204,-0.15550465820391
"SWC-ZC-15-326B","SW-2015-1172596","SeaWorld of California","Sea lion, California","2015-FEB-26","CA","San Diego","ENCINITAS","1042 NEPTUNE AVENUE, ENCINITAS, 92024",33.067,32.8061558059814,-0.260844194018617,-177.306,-117.233907868453,60.0720921315467
"SWC-MA-08-51B","SW-2008-1076889","SeaWorld of California","Seal, northern elephant","2008-APR-17","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH AT THE CROSS STREETS OF NORTH CANON BOULEVARD AND CARLSBAD BOULEVARD",33.08032,32.8061558059814,-0.274164194018617,-11.20254,-117.233907868453,-106.031367868453
"NONE-ASSIGNED","SW-2009-1101887","U.S. NAVY","Sea lion, California","2009-AUG-02","CA","Eez",NA,"30 MILES OFFSHORE CA",33.0822,35.6640175,2.5818175,-117.5638,-120.914475,-3.350675
"SWC-ZC-15-602B","SW-2015-1173557","SeaWorld of California","Sea lion, California","2015-APR-01","CA","San Diego","CAMP PENDLETON","DEL MAR BEACH. SEAWORLD TEAM PICKED UP ANIMAL IN CUSTODY AT CAMP PENDLETON GAME WARDENS OFFICE. BOAT BASIN ROAD AND 12TH STREET.",33.1245,32.8061558059814,-0.318344194018614,-177.24204,-117.233907868453,60.0081321315467
"SNI20091204","SW-2009-1123270","U.S.G.S.-BRD","Dolphin, Pacific white-sided","2009-DEC-04","CA","Santa Barbara",NA,"RED EYE BEACH, SAN NICOLAS ISLAND",33.161353,34.3506933583508,1.18934035835075,-119.335716,-119.641280476655,-0.30556447665505
"SWFSC-DSJ-08042001","SW-2008-1075745","Southwest Fisheries Science Center","Dolphin, Pacific white-sided","2008-APR-20","CA","Santa Barbara",NA,"OFFSHORE, 150 MILES SOUTHWEST OF POINT CONCEPTION",33.183333,34.3506933583508,1.16736035835076,-122.333333,-119.641280476655,2.69205252334494
"SWC-ZC-15-214B","SW-2015-1172059","SeaWorld of California","Sea lion, California","2015-FEB-16","CA","Sacramento","OCEANSIDE","OCEANSIDE HARBOR POLICE 1540 N. HARBOR DRIVE",33.20991,37.471281678,4.261371678,-117.39422,-120.72231288,-3.32809288
"SCE09-17","SW-2009-1099075","Southern California Edison","Sea lion, California","2009-MAY-17","CA","San Luis Obispo","SAN ONOFRE","SAN ONOFRE NUCLEAR GENERATING STATION UNIT 2",33.2143,35.3012965156931,2.08699651569314,-117.3346,-120.844880020444,-3.51028002044393
"SWC-PVR-16-18B","SW-2016-1184538","SeaWorld of California","Seal, harbor","2016-APR-17","CA","San Diego","OCEANSIDE","SEAWORLD TEAM PICKED UP ANIMAL IN CUSTODY WITH CAMP PENDLETON GAME WARDEN. 20250 VANDEGRIFT BOULEVARD 92058.",33.21447,32.8061558059814,-0.408314194018615,-177.387431,-117.233907868453,60.1535231315467
"CICRU-2016-01","SW-2016-1185085","NAVAL BASE VENTURA COUNTY","Dolphin, common, long-beaked","2016-FEB-25","CA","Ventura","San Nicolas",NA,33.219161,34.1860281307087,0.966867130708664,-119.49756,-119.214604851601,0.282955148398941
"PMMC-M-10-04-07-027","SW-2010-1109396","Pacific Marine Mammal Center","Seal, northern elephant","2010-APR-07","CA","Orange","SAN CLEMENTE","TRESTLES BEACH",33.2249,33.4288729554098,0.203972955409839,-17.3438,-117.695306882181,-100.351506882181
"NONE-ASSIGNED","SW-2008-1094373","CATALINA EXPRESS","UNIDENTIFIED WHALE","2008-DEC-07","CA","Los Angeles","SAN PEDRO","6 MILES OFF AVALON CATALINA ISLAND",33.2379,33.9463884433333,0.70848844333333,-118.1382,-118.555894658204,-0.417694658203914
"PMMC-Z-10-06-23-129","SW-2010-1117397","Pacific Marine Mammal Center","Sea lion, California","2010-JUN-23","CA","Orange","SAN CLEMENTE","SURF BEACH",33.2442,33.4288729554098,0.184672955409837,-17.3648,-117.695306882181,-100.330506882181
"NONE-ASSIGNED","SW-2008-1091337","NMFS-SOUTHWEST FISHERIES SCIENCE CENTER","Sea lion, California","2008-APR-17","CA","Santa Barbara",NA,"50 MILES OFFSHORE SAN NICHOLAS ISLAND",33.25,34.3506933583508,1.10069335835075,-120.1,-119.641280476655,0.458719523344939
"FMMMCC-06-238","SW-2006-1060313","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2006-SEP-09","CA","Los Angeles","HERMOSA BEACH","HERMOSA BEACH, TOWER 19",33.266111,33.9463884433333,0.680277443333331,-118.40444,-118.555894658204,-0.151454658203917
"NONE-ASSIGNED","SW-2007-1077153","Private Citizen (SW)","Seal, harbor","2007-MAY-07","CA","Orange","CAPISTRANO BEACH","ON BEACH IN FRONT OF 35215 BEACH ROAD",33.2704,33.4288729554098,0.158472955409835,-119.3937,-117.695306882181,1.69839311781895
"PMMC-Z-07-04-29-070","SW-2007-1067409","Pacific Marine Mammal Center","Sea lion, California","2007-APR-29","CA","Orange","CAPO BEACH","BEACH ROAD",33.2716,33.4288729554098,0.157272955409837,-11736.16,-117.695306882181,11618.4646931178
"NONE-ASSIGNED","SW-2010-1124037","Channel Islands Marine and Wildlife Institute","Sea lion, California","2010-MAR-17","CA","Santa Barbara",NA,"1/2 NAUTICAL MILE SOUTH OF SANTA BARBARA ISLAND",33.2735,34.3506933583508,1.07719335835075,-119.01905,-119.641280476655,-0.622230476655062
"CICRU-2014-17","SW-2014-1190733",NA,"Dolphin, common, long-beaked","2014-OCT-28","CA","Ventura","San Nicolas Island","Vizcaino Point",33.27477,34.1860281307087,0.911258130708667,-119.576827,-119.214604851601,0.362222148398942
"PMMC-M-12-04-14-034","SW-2012-1141581","Pacific Marine Mammal Center","Seal, northern elephant","2012-APR-14","CA","Orange","DANA POINT","STRANDS",33.2756,33.4288729554098,0.15327295540984,-11742.58,-117.695306882181,11624.8846931178
"NONE-ASSIGNED","SW-2009-1099745","PENNINGTON MARINE SCIENCE CENTER","Seal, northern elephant","2009-JUL-02","CA","Los Angeles","AVALON","PARSONS LANDING CAMPGROUND, SANTA CATALINA ISLAND",33.2824,33.9463884433333,0.663988443333331,-118.3258,-118.555894658204,-0.23009465820391
"SBMNH-2008-01","SW-2008-1073947","Santa Barbara Museum of Natural History","Dolphin, northern right whale","2008-JAN-29","CA","Ventura",NA,"Tender Beach, San Nicolas Island, on north side of island",33.2837,34.1860281307087,0.902328130708661,-119.5349,-119.214604851601,0.320295148398941
"PMMC-M-11-02-12-002","SW-2011-1129729","Pacific Marine Mammal Center","Seal, northern elephant","2011-FEB-12","CA","Orange","LAGUNA NIGUEL","MONARCH BEACH",33.2849,33.4288729554098,0.143972955409836,-1178.4332,-117.695306882181,1060.73789311782
"PMMC-Z-05-12-11-096","SW-2007-1064727","Pacific Marine Mammal Center","Sea lion, California","2007-MAR-12","CA","Orange","LAGUNA BEACH","1000 STEPS BEACH",33.295,33.4288729554098,0.133872955409835,-11744.27,-117.695306882181,11626.5746931178
"PMMC-Z-07-05-19-108","SW-2007-1067255","Pacific Marine Mammal Center","Sea lion, California","2007-MAY-19","CA","Orange","LAGUNA BEACH","VICTORIA BEACH",33.295,33.4288729554098,0.133872955409835,-11744.27,-117.695306882181,11626.5746931178
"PMMC-P-08-07-27-020","SW-2008-1079813","Pacific Marine Mammal Center","Seal, harbor","2008-JUL-27","CA","Orange","LAGUNA BEACH","BEACH AT MONTAGE RESORT/HOTEL",33.3045,33.4288729554098,0.124372955409839,-11745.22,-117.695306882181,11627.5246931178
"PMMC-Z-07-05-28-115","SW-2007-1067169","Pacific Marine Mammal Center","Sea lion, California","2007-MAY-28","CA","Orange","LAGUNA BEACH","IRVINE COVE",33.3258,33.4288729554098,0.103072955409836,-1178.28,-117.695306882181,1060.58469311782
"SWC-ZC-15-854B-R1","SW-2015-1176069","SeaWorld of California","Sea lion, California","2015-SEP-01","CA","San Diego","CAMP PENDLETON","CAMP PENDLETON NEAR DEL MAR STATE BEACH",33.328,32.8061558059814,-0.52184419401862,-117.2441,-117.233907868453,0.010192131546674
"SWC-ZC-16-57B","SW-2016-1181912","SeaWorld of California","Sea lion, California","2016-FEB-10","CA","San Diego","ENCINITAS","ENCINITAS. SEAWORLD TEAM PICKED UP ANIMAL IN CUSTODY AT ENCINITAS LIFEGUARD STATION. ANIMAL WAS FOUND AT 522 NEPTUNE AVE, ENCINITAS, CA 92024",33.329,32.8061558059814,-0.522844194018617,-117.187,-117.233907868453,-0.0469078684533315
"SWFSC-XXX0095","SW-2012-1139171","NMFS - Southwest Fisheries Science Center","UNIDENTIFIED COMMON DOLPHIN","2012-FEB-03","CA","San Diego","San Onofre State Park","Trail 6",33.332632,32.8061558059814,-0.526476194018613,-117.505575,-117.233907868453,0.271667131546664
"PMMC-Z-07-05-01-077","SW-2007-1067265","Pacific Marine Mammal Center","Sea lion, California","2007-MAY-01","CA","Orange","LAGUNA BEACH","EMERALD BAY",33.3333,33.4288729554098,0.0955729554098355,-33.3333,-117.695306882181,-84.362006882181
"SWC-ZC-07-02B-R1","SW-2007-1068493","SeaWorld of California","Sea lion, California","2007-MAY-13","CA","San Diego","POINT LOMA","CABRILLO NATIONAL PARK TIDE POOLS",33.34252,32.8061558059814,-0.536364194018617,-117.07491,-117.233907868453,-0.158997868453326
"FMMMCC-16-087","SW-2016-1182038","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-12","CA","Los Angeles","AVALON","AVALON, CATALINA ISLAND",33.342819,33.9463884433333,0.603569443333335,-118328228,-118.555894658204,118328109.444105
"NONE-ASSIGNED","SW-2010-1126493","VANDENBERG AIR FORCE BASE","Sea lion, California","2010-MAY-14","CA","Santa Barbara",NA,"NORTH ROCKY POINT, VANDENBURG AIR FORCE BASE",33.343,34.3506933583508,1.00769335835075,-120.3815,-119.641280476655,0.740219523344948
"FMMMCC-15-036","SW-2015-1176329","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-17","CA","Los Angeles","AVALON","CATALINA ISLAND - ON SIDEWALK",33.343286,33.9463884433333,0.603102443333334,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-15-087","SW-2015-1175857","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-27","CA","Los Angeles","CATALINA ISLAND",NA,33.344386,33.9463884433333,0.602002443333333,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-13-566","SW-2013-1154979","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-MAY-29","CA","Los Angeles","AVALON","CATALINA ISLAND",33.344386,33.9463884433333,0.602002443333333,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-13-056","SW-2013-1149597","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-JAN-31","CA","Los Angeles","AVALON","CATALINA ISLAND",33.344386,33.9463884433333,0.602002443333333,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-13-593","SW-2013-1155747","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-JUL-14","CA","Los Angeles","AVALON",NA,33.344386,33.9463884433333,0.602002443333333,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-15-033","SW-2015-1174796","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-15","CA","Los Angeles","CATALINA ISLAND","HANGING OUT ON BEACH THEN TO EDISON POWER PLANT",33.344386,33.9463884433333,0.602002443333333,-118.321692,-118.555894658204,-0.234202658203913
"FMMMCC-16-126","SW-2016-1182700","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-22","CA","Los Angeles","AVALON","ON ROAD IN AVALON",33.344655,33.9463884433333,0.60173344333333,-118.323784,-118.555894658204,-0.232110658203908
