National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2012-1139662,PSU12-02-03-Pp,12NWR02013,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Gearhart,Clatsop,OR,Pacific,0.06 mile south of Highland Lane access at Del Rey Beach,46.04766,dd.dddd,,–123.93269,dd.dddd,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2012-FEB-03,2012,FEB,3,Beach or Land,,Fresh Dead,N,2012-FEB-03,2012,FEB,3,Fresh Dead,N,FEMALE,ADULT,Y,N,176,cm,actual,0,kg,estimate,Y,Complete,Fresh,2012-FEB-06,2012,FEB,6,D'Alessandro et al.,,
NW-2007-1065697,HMSC07-02-24-Lo,07NWR02018,Confirmed - High,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Bandon,Coos,OR,Pacific Ocean,China Creek,43.0738,decimal degrees,,124.4369,decimal degrees,,GPS,N,CBD,N,N,N,N,,,,,,2007-FEB-24,2007,FEB,24,Beach or Land,,Fresh Dead,N,2007-FEB-24,2007,FEB,24,Fresh Dead,N,FEMALE,SUBADULT,,,188,cm,actual,0,lb,estimate,N,,,,,,,,"sampled by Bilderbacks; some scavenger damage, carcass was gone next day before it could be retrieved",
NW-2006-1073801,06-KG-29,06NWR07149,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,NMFS-National Marine Mammal Laboratory,NOAA Fisheries,NW,Vashon Island,King,WA,Puget Sound,"KVI beach, 150 ft. S. of radio tower",47.4214,decimal degrees,estimate,–122.43,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,N,N,N,N,2006-JUL-12,2006,JUL,12,,,Advanced Decomposition,N,2006-JUL-13,2006,JUL,13,Advanced Decomposition,N,MALE,ADULT,N,N,169,cm,actual,0,lb,estimate,N,,,,,,,,"Originally reported to WDFW MMI, call forwarded to Cascadia Research. CRC contacted Brad H. at NMFS, who asked Bill Walker (of NMML) to go out and examine animal. Unfortunately,none of the genetics involved submitted level A form. The discrepency was found on 29 Jan2008 by the harbor porpoise UME on site coordinator during the process of the UME investigation. Level A submitted to NOAA regional office by Jessie Huggins of CRC on 30 Jan 08. Bill Walker did not assign a field ID when the animal was examined and the samples were collected--field # assigned by NOAA regional office.",
NW-2008-1081497,MKH-Mn-08-1,08NWR08106,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jonathan Scordino,Native American Tribe,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Pacific Ocean,East side of tow.,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,,N,N,N,N,2008-AUG-21,2008,AUG,21,,,Alive,Y,2008-AUG-21,2008,AUG,21,Alive,Y,UNKNOWN,SUBADULT,N,N,0,cm,estimate,,,,N,,,,,,,,More information on Level A.,
NW-2009-1105837,PSU09-09-02-Pp,09NWR09155,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Nehalem,Tillamook,OR,Pacific Ocean,Nehalem Bay State Park,45.696389,dd.dddd,,–123.939444,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-SEP-02,2009,SEP,2,Beach or Land,,Fresh Dead,N,2009-SEP-02,2009,SEP,2,Fresh Dead,N,MALE,ADULT,Y,N,147.8,cm,estimate,0,lb,estimate,Y,Complete,Fresh,2009-SEP-04,2009,SEP,4,Duffield and Barros,,
NW-2003-1001031,HMSC03-C2,03NWR04015,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,HMSC Stranding Audix,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Cape Lookout,Tillamook,OR,Pacific Ocean,N of Cape Lookout campground,,,,,,,,,Y,N,N,Y,,,,,,,2003-APR-20,2003,APR,20,Beach or Land,,Moderate Decomposition,N,2003-APR-21,2003,APR,21,Moderate Decomposition,,FEMALE,YEARLING,,,700,cm,estimate,,kg,actual,N,,,,,,,,,
NW-2014-1158440,PSU14-05-19A-Pp,14NWR05064,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Ocean Park,Pacific,WA,Pacific,near access,46.48693,dd.dddd,actual,–124.06025,dd.dddd,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2014-MAY-19,2014,MAY,19,Beach or Land,,Advanced Decomposition,N,2104-MAY-19,2104,MAY,19,Advanced Decomposition,N,MALE,ADULT,Y,N,148,cm,actual,0,kg,,Y,complete,fresh,2014-MAY-23,2014,MAY,23,Duffield,,
NW-2005-1054481,CRC685,05NWR08116,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Ocean Lake Way,,,,,,,,N,CBD,N,N,N,N,,,,,,2005-AUG-11,2005,AUG,11,Beach or Land,,Fresh Dead,N,2005-AUG-12,2005,AUG,12,Fresh Dead,N,UNKNOWN,UNKNOWN,,,48,in,estimate,,,,N,,,,,,,,,
NW-2017-1196308,HMSC17-05-06-Pp,17NWR05029,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Yachats,Lincoln,OR,Pacific Ocean,"south side of mouth of Yachats river, Yachats Bay",44.308105,decimal degrees,,–124.103325,decimal degrees,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2017-MAY-06,2017,MAY,6,Beach or Land,,Fresh Dead,N,2017-MAY-08,2017,MAY,8,Moderate Decomposition,N,MALE,YEARLING,Y,N,117,cm,actual,0,lb,estimate,NA,,,,,,,,,
NW-2015-1177255,CRC-1504,15NWR09017,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Tokeland,Pacific,WA,Pacific Ocean,"just S of tradewinds resort, Shoalwater",46.7075,dd.dddd,actual,–124.0147,dd.dddd,actual,GPS,N,CBD,N,N,N,N,,Y,Y,Y,,2015-SEP-25,2015,SEP,25,Beach or Land,,Advanced Decomposition,N,2015-SEP-28,2015,SEP,28,Advanced Decomposition,N,MALE,PUP/CALF,Y,N,695,cm,actual,,,,Y,limited,fresh,2015-SEP-28,2015,SEP,28,CRC,,
NW-2016-1191038,WDFW2016-054,16NWR06050,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Seabrook,Grays Harbor,WA,Pacific Ocean,Roosevelt Beach Access,47.829,dd.dddd,actual,–124,dd.dddd,actual,GPS,N,CBD,N,N,N,N,,Y,Y,Y,,2016-JUN-17,2016,JUN,17,Beach or Land,,Fresh Dead,N,2016-JUN-17,2016,JUN,17,Fresh Dead,N,MALE,ADULT,Y,N,153,cm,actual,49.5,kg,actual,Y,complete,fresh,2016-JUL-18,2016,JUL,18,WDFW/MMI,Reported Fresh Dead ~12PM. WDFW collected during beach survey@ 230PM put on ice till necropsy next day. Animal in rigor some scavenging by birds.,WDFW2016-054
NW-2005-1046295,HMSC05-07-06A,05NWR07005,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,F/EN6,NOAA Fisheries,NOAA Fisheries,NW,Horsefall Beach,Coos,OR,Pacific Ocean,,,,,,,,,N,Y,N,N,Y,N,,,,,,2005-JUL-06,2005,JUL,6,Beach or Land,,Advanced Decomposition,N,2005-JUL-11,2005,JUL,11,,N,UNKNOWN,UNKNOWN,,,0,cm,estimate,,,,N,,,,,,,,"fishing line wrapped through mouth, along side and wrapped around peduncle; buoys initially reported attached to line, but were cut away before could be examined",
NW-2009-1106163,PSU09-11-25-Pd,09NWR11058,Confirmed - High,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Long Beach,Pacific,WA,Pacific Ocean,just south of Oysterville Approach,46.53327,dd.dddd,,–124.06059,dd.dddd,,GPS,N,CBD,N,N,Y,N,,N,N,N,N,2009-NOV-25,2009,NOV,25,Beach or Land,,Moderate Decomposition,N,2009-NOV-25,2009,NOV,25,Moderate Decomposition,N,MALE,ADULT,Y,N,0,cm,estimate,0,lb,estimate,Y,Complete,Fresh,2009-NOV-25,2009,NOV,25,Duffield et al,,
NW-2012-1143753,2012-SJ014,12NWR05072,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,San Juan,WA,Pacific Ocean,Mar Vista Resort,48.478771,decimal degrees,estimate,–123.066090,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,N,N,N,N,2012-MAY-28,2012,MAY,28,Beach or Land,,Condition Unknown,N,2012-JUN-06,2012,JUN,6,Moderate Decomposition,N,MALE,ADULT,Y,N,157,cm,actual,43.6,kg,actual,Y,limited,frozen,2012-JUN-06,2012,JUN,6,J. Gaydos,,
NW-2014-1155886,HMSC14-02-21-Sc-2,14NWR02014,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Gardiner,Douglas,OR,Pacific Ocean,South of Tahkenitch creek,43.76824,dd.dddd,,–124.179518,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2014-FEB-21,2014,FEB,21,Beach or Land,,Alive,N,2014-FEB-21,2014,FEB,21,Alive,N,UNKNOWN,UNKNOWN,N,N,,cm,estimate,,lb,estimate,NA,,,,,,,,one of two dolphins that reportedly stranded as same time and location; was found stranded alive by passer-by (Forest Service officer) next to dead conspecific; was put back into water at sunset and disappeared; final disposition unknown; remote location,
NW-2017-1197717,HMSC17-08-10-Pp,17NWR08027,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Florence,Lane,OR,Pacific Ocean,just north of Dunes Overlook trail,43.836947,decimal degrees,,–124.163735,decimal degrees,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2017-AUG-10,2017,AUG,10,Beach or Land,,Fresh Dead,N,2017-AUG-10,2017,AUG,10,Fresh Dead,N,UNKNOWN,SUBADULT,Y,N,48,in,estimate,0,lb,estimate,N,,,,,,,,,
NW-2014-1170641,HMSC14-12-25-Er,14NWR12029,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Gardiner,Douglas,OR,Pacific Ocean,just north of the north jetty of the Umpqua River,43.673964,dd.dddd,,–124.206025,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2014-DEC-25,2014,DEC,25,Beach or Land,,Condition Unknown,N,2014-DEC-31,2014,DEC,31,Advanced Decomposition,N,UNKNOWN,YEARLING,Y,N,730,cm,estimate,0,lb,estimate,Y,limited,fresh,2014-DEC-31,2014,DEC,31,Jim Rice,,
NW-2010-1129982,PSU10-07-30-Pp,10NWR07174,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Warrenton,Clatsop,OR,Pacific Ocean,DeLaura Beach access,46.15242,dd.dddd,,–123.96671,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2010-JUL-30,2010,JUL,30,Beach or Land,,Moderate Decomposition,N,2010-JUL-30,2010,JUL,30,Moderate Decomposition,N,FEMALE,PUP/CALF,Y,N,102.8,cm,estimate,0,lb,estimate,Y,Complete,Frozen,2010-AUG-31,2010,AUG,31,D'Alessandro et al,,
NW-2012-1144987,2012-SJ049,12NWR08018,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,San Juan,WA,Pacific Ocean,Friday Harbor marina,48.539836,decimal degrees,estimate,–123.016384,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,N,N,N,N,2012-AUG-22,2012,AUG,22,Floating,,Fresh Dead,N,2012-AUG-28,2012,AUG,28,Fresh Dead,N,MALE,PUP/CALF,Y,N,95,cm,actual,13,kg,actual,Y,complete,frozen,2012-AUG-28,2012,AUG,28,J Gaydos,,
NW-2016-1192699,HMSC16-12-01-Uc,16NWR12002,Confirmed - High Report,UNIDENTIFIED DELPHINID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Newport,Lincoln,OR,Pacific Ocean,"Yaquina Bay, adjacent to NOAA MOC-P facility",44.626347,dd.dddd,,–124.049343,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2016-DEC-01,2016,DEC,1,Swimming,,Alive,N,,,,,,Y,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,lb,estimate,NA,,,,,,,,,
NW-2009-1105121,HMSC09-06-26-Er,09NWR06076,Confirmed - Medium,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,North Bend,Coos,OR,Pacific Ocean,north of the BLM sand access road #1 about 1.5 miles,43.434317,dd.dddd,,–124.287850,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-JUN-26,2009,JUN,26,Beach or Land,,Advanced Decomposition,N,,,,,,N,UNKNOWN,ADULT,Y,N,1219,cm,estimate,0,lb,estimate,N,,,,,,,,reported and photgraphed by Beach Ranger,
NW-2001-1027168,2001-SJ059,NMFSNW-4725,,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,,Unknown,NW,Orcas Island,San Juan,WA,,North Beach,,,,,,,,,N,N,N,N,N,,,,,,2001-DEC-25,2001,DEC,25,,,Fresh Dead,N,2001-DEC-26,2001,DEC,26,Moderate Decomposition,N,MALE,,,,47,cm,actual,65,in,estimate,N,,,,,,,,,4725
NW-2006-1058417,OLYM-2006-05,06NWR050035,Confirmed - Minimum,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Public,Olympic National Park,Olympic National Park,NW,Olympic National Park,Clallam,WA,,just N of Tskawahyah Island on the Ozette Reservation,,,,,,,,N,CBD,N,N,N,N,,,,,,2006-MAY-14,2006,MAY,14,Beach or Land,,Fresh Dead,Y,,,,,,N,UNKNOWN,SUBADULT,,,48,in,estimate,,,,N,,,,,,,,"reported by park visitor; reported as ""baby killer whale""; white on bottom; black on back; 4-5 ft. long; teeth all the way around; horizontal tail fin; freshly washed up, but being eaten by eagles (small hole developing)",
NW-2016-1193081,16Pp17MarSK-01,16NWR03053,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,,Skagit,WA,Pacific Ocean,"Samish Bay, north end tract II on westside grounds.",48.34525,decimal degrees,actual,–122.29.177,decimal degrees,actual,GPS,N,N,N,N,N,N,,Y,N,N,N,2016-MAR-17,2016,MAR,17,Beach or Land,,Fresh Dead,N,2016-MAR-17,2016,MAR,17,Fresh Dead,N,UNKNOWN,SUBADULT,N,N,121,cm,estimate,60,kg,estimate,N,,,,,,,,"Level A was written by S. Dubpernell from photos and verbal resport received from RP Taylor Shellfish employee. The carcass was discovered in their shellfish tract. It was approximately 4' long. Gender and weight unknown. From the photos, the carcass appeared to be intact and the animal in fairly good nutritional condition. No wounds or scars were evident except that both eyes had been scavenged plus some slight scraping on the upper jaw and tips of pectoral fins, possibly from rubbing on the beach S. Dubpernell notified Whatcom County SN in case they wanted to collect the carcass (we have no boat access to Samish island. No further information was passed from Whatcom SN to CPSMMSN.",
NW-2001-1026999,NW-4573,NMFSNW-4573,,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Public,,Unknown,NW,Long Beach,Pacific,WA,,next to Super 8 Motel near the Bolstad approach,,,,,,,,,N,N,N,N,N,,,,,,2001-JUL-22,2001,JUL,22,,,Alive,N,2001-JUL-22,2001,JUL,22,Alive,N,UNKNOWN,,,,30,cm,estimate,,in,actual,N,,,,,,,,no one available to respond; advised sheriff's office & WSP to tell people to leave it alone,4573
NW-2010-1126554,CRC-1113,10NWR08060,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bethany Diehl,Cascadia Research,Cascadia Research,NW,Sequim,Clallam,WA,Strait of Juan de Fuca,Dungeness Spit,48.1748,dd.dddd,,–123.1476,dd.dddd,,GPS,N,N,N,N,N,N,,Y,Y,Y,,2010-AUG-17,2010,AUG,17,Beach or Land,,Fresh Dead,N,2010-AUG-17,2010,AUG,17,Fresh Dead,N,FEMALE,PUP/CALF,Y,N,97,cm,Actual,11.75,kg,Actual,Y,Complete,Fresh,2010-AUG-18,2010,AUG,18,CRC,,CRC-1113
NW-2009-1105509,PSU09-07-15-Pp,09NWR07131,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Gearhart,Clatsop,OR,Pacific Ocean,1.4 miles north of Del Rey,46.053442,dd.dddd,,–123.92367,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-JUL-15,2009,JUL,15,Beach or Land,,Moderate Decomposition,N,2009-JUL-15,2009,JUL,15,Moderate Decomposition,N,MALE,PUP/CALF,N,N,92.2,cm,actual,0,lb,estimate,Y,Complete,Frozen,2009-AUG-01,2009,AUG,1,Duffield et al,,
NW-2006-1062621,CRC-774,06NWR09048,,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Grays Harbor,WA,Pacific Ocean,Twin Harbors State Park,46.7594,deg/min/sec,actual,–124.1026,decimal degrees,actual,GPS,N,N,N,N,N,N,,,,,,2006-SEP-16,2006,SEP,16,Beach or Land,,Fresh Dead,N,2006-SEP-16,2006,SEP,16,Fresh Dead,N,MALE,YEARLING,,,91,cm,actual,0,lb,estimate,Y,,,2006-SEP-16,2006,SEP,16,Cascadia Research,,
NW-2012-1151132,CRC-1219,12NWR07081,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Copalis,Grays Harbor,WA,Pacific Ocean,north of reserve site,47.1173,dd.dddd,estimate,–124.1833,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2012-JUL-26,2012,JUL,26,Beach or Land,,Moderate Decomposition,Y,,,,,Moderate Decomposition,N,UNKNOWN,SUBADULT,Y,N,54,in,estimate,,,,N,,,,,,,,"Reported after the tide had come and gone, State Parks unable to locate it on the beach, examined via photos only.",
NW-2016-1193427,PSU16-12-11-Pp,16NWR12023,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Warrenton,Clatsop,OR,Pacific Ocean,"one mile north of Highlands Lane access, Del Rey Beach",46.05915,decimal degrees,actual,–123.93316,decimal degrees,actual,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2016-DEC-11,2016,DEC,11,Beach or Land,,Moderate Decomposition,N,2016-DEC-11,2016,DEC,11,Moderate Decomposition,N,MALE,ADULT,Y,N,143.2,cm,actual,,,,Y,complete,frozen,2017-JAN-31,2017,JAN,31,Duffield et al.,,
NW-2011-1135878,HMSC11-07-04-Pp,11NWR07060,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Hatfield Marine Science Center, OSU","Hatfield Marine Science Center, OSU",NW,Rockaway Beach,Tillamook,OR,Pacific Ocean,"south of St Mary's Church, 3rd St",45.614248,dd.dddd,,–123.946306,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2011-JUL-04,2011,JUL,4,Beach or Land,,Condition Unknown,N,2011-JUL-04,2011,JUL,4,Condition Unknown,N,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,lb,estimate,N,,,,,,,,,
NW-2013-1155099,PSU13-05-29-Pp,13NWR05071,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Gearhart,Clatsop,OR,Pacific,0.6 mile north of Sunset Beach access,46.10775,dd.dddd,actual,–123.9463,dd.dddd,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2013-MAY-29,2013,MAY,29,Beach or Land,,Moderate Decomposition,N,2013-MAY-29,2013,MAY,29,Moderate Decomposition,N,FEMALE,SUBADULT,Y,N,133.8,cm,actual,0,kg,estimate,Y,complete,frozen,2013-JUL-11,2013,JUL,11,Duffield et al.,,
NW-2006-1063275,CRC-779,06NWR11029,Confirmed- High Report,"Dolphin, common, short-beaked",Delphinus,delphis,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Grays Harbor,WA,Pacific Ocean,Twin Harbors State Park,47.7325,decimal degrees,,–124.0659,decimal degrees,,GPS,N,N,N,N,N,,,,,,,2006-NOV-29,2006,NOV,29,Beach or Land,,Fresh Dead,N,2006-NOV-29,2006,NOV,29,Fresh Dead,N,FEMALE,SUBADULT,,,166,cm,actual,51.5,kg,actual,Y,,,2006-NOV-30,2006,NOV,30,Cascadia Research/Washington Deptartment of Fish and Wildlife,Picked up off beach by Ranger Yorkston before the storms came in on 29 Nov. Transferred to CRC at the ranger station on 30 Nov 06 and brought to Lakewood WDFW for necropsy.,
NW-2016-1188627,PSU16-02-04-Sc,16NWR02009,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Warrenton,Clatsop,OR,Pacific,0.5 mile south of the Peter Iredale Road access,46.16983,dd.dddd,actual,–123.97659,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2016-FEB-04,2016,FEB,4,Beach or Land,,Alive,N,2016-FEB-04,2016,FEB,4,Alive,N,FEMALE,ADULT,Y,N,205,cm,actual,0,kg,,Y,complete,fresh,2016-FEB-06,2016,FEB,6,D'Alessandro et al.,,
NW-2016-1184820,CRC-1519,16NWR03004,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Copalis,Grays Harbor,WA,Pacific Ocean,,47.099,decimal degrees,actual,–124.1815,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,Y,N,N,N,2016-MAR-19,2016,MAR,19,Beach or Land,,Moderate Decomposition,Y,,,,,Moderate Decomposition,N,UNKNOWN,ADULT,Y,N,150,cm,estimate,,,,N,,,,,,,,no response due to carcass condition,
NW-2016-1193807,16Oo17JulWH-2,16NWR07146,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Andrew Crowser,,Whatcom Marine Mammal Stranding Network,NW,Bow,Skagit,WA,Pacific Ocean,Samish Island Taylor Shellfish,48.3425,decimal degrees,actual,122.29177,decimal degrees,actual,Internet,N,CBD,N,N,N,N,,N,N,N,N,2016-JUL-17,2016,JUL,17,,,Advanced Decomposition,N,2016-JUL-17,2016,JUL,17,Advanced Decomposition,N,UNKNOWN,SUBADULT,N,N,36,in,actual,,,,N,,,,,,,,,
NW-2002-1027302,2002-SJ033,NMFSNW-4848,,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,,Unknown,NW,Lopez Island,San Juan,WA,,Flat Point,,,,,,,,,N,N,N,N,N,,,,,,2002-MAY-30,2002,MAY,30,,,Fresh Dead,N,2002-OCT-08,2002,OCT,8,Fresh Dead,N,MALE,,,,146,cm,actual,,kg,actual,Y,,,,,,,Unknown,,4848
NW-2015-1174644,HMSC15-05-21-Er,15NWR05061,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Brookings,Curry,OR,Pacific Ocean,.25 NM south of mouth of Chetco River; sighted again off Depoe Bay 5/24 and Netarts Bay 5/25,42.036,dd.dddd,,–124.27500,dd.dddd,,Internet,N,Y,N,N,Y,N,,N,N,N,N,2015-MAY-21,2015,MAY,21,Beach or Land,,Alive,Y,,,,,,Y,UNKNOWN,ADULT,N,N,0,cm,estimate,0,lb,estimate,NA,,,,,,,,entangled whale last sighted about 4 NM west of Netarts Bay; yellow buoy with black band and dark green rope,
NW-2014-1157833,CRC-1376,14NWR06005,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,2.5 mi N of ocean city beach access,47.1071,dd.dddd,estimate,–124.1826,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2014-JUN-02,2014,JUN,2,Beach or Land,,Mummified/Skeletal,Y,,,,,Mummified/Skeletal,N,UNKNOWN,ADULT,Y,N,140,cm,estimate,,,,N,,,,,,,,no response due to condition,
NW-2004-1046493,Pd-NPP-04-01,04NWR07112,Confirmed - Medium Report,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Agency Biologist,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,Clallam,WA,Strait of Juan de Fuca,.5 mile S of mouth of Sooes River on Sooes Beach,48/18.7,decimal minutes,actual,124/39.7,decimal minutes,actual,GPS,N,N,N,N,N,N,,,,,,2004-JUL-18,2004,JUL,18,Beach or Land,,Fresh Dead,N,2004-JUL-20,2004,JUL,20,Fresh Dead,N,FEMALE,ADULT,,,182,cm,actual,,,,Y,,,2004-JUL-20,2004,JUL,20,"Pamplin, N.",died from dystocia; calf flukes; half body length exposed; calf - male; 101 cm long,
NW-2004-1042671,2004-SJ069,04NWR07095,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,J. Knight,Whale Museum,Whale Museum,NW,Lopez Island,San Juan,WA,Puget Sound,Otis Perkins Park,,,,,,,,N,CBD,N,N,N,N,,,,,,2004-JUL-30,2004,JUL,30,Beach or Land,,Fresh Dead,N,2004-JUL-30,2004,JUL,30,Fresh Dead,N,UNKNOWN,PUP/CALF,,,0,in,estimate,,,,N,,,,,,,,neonate; will be necropsied at later date,
